25.061,4152,6.3,01-10-14,Dracula Untold
25.693,9850,7.8,16-06-10,Toy Story 3
26.587,11176,8.4,20-05-80,The Empire Strikes Back
27.946,2510,6.2,05-08-15,Goosebumps
28.136,10507,8.2,23-05-80,The Shining
30.486,9099,8.2,11-10-00,Memento
26.553,8741,7.3,17-05-05,Star Wars: Episode III - Revenge of the Sith
28.183,1743,7.1,14-11-03,Master and Commander: The Far Side of the World
27.633,1946,5.9,21-11-07,Hitman
18.871,4355,7.4,12-06-87,Predator
37.005,352,6.2,05-12-04,The Librarian: Quest for the Spear
27.765,11205,8,10-10-03,Kill Bill: Vol. 1
25.238,0,0,09-04-20,Soorarai Pottru
18.311,6210,6.8,25-06-96,Independence Day
28.661,1341,8,29-05-54,Dial M for Murder
31.217,486,8.2,17-06-19,Portrait of a Lady on Fire
31.182,3679,5.9,09-08-18,The Meg
26.696,465,7.2,30-09-19,An Officer and a Spy
27.599,737,6.3,10-10-19,The Addams Family
15.792,0,0,,Cut Throat City
21.301,1739,7,18-11-10,The Next Three Days
22.947,442,7.2,06-03-93,Dragon Ball Z: Broly – The Legendary Super Saiyan
28.502,8938,6.7,09-12-17,Jumanji: Welcome to the Jungle
20.145,920,6,13-02-98,Sphere
27.393,13957,7.9,28-05-09,Up
22.503,4973,7,23-11-16,Sing
22.088,7842,7.5,06-08-11,Drive
27.431,528,7.1,13-06-03,A Tale of Two Sisters
24.903,3222,5.8,03-12-14,Exodus: Gods and Kings
25.391,435,6.9,31-10-19,Motherless Brooklyn
28.98,10520,7.5,24-02-17,Get Out
20.112,948,7.1,02-07-86,The Great Mouse Detective
26.514,193,7.4,25-02-20,Superman: Red Son
26.458,5553,7.4,01-10-04,Saw
25.404,9635,8.2,19-10-06,The Prestige
24.249,11457,7.6,13-12-14,Kingsman: The Secret Service
26.528,4047,6.2,17-12-14,Night at the Museum: Secret of the Tomb
26.797,11120,7.5,15-05-14,X-Men: Days of Future Past
25.629,130,7.7,10-03-20,Stargirl
24.239,3348,7.1,22-06-55,Lady and the Tramp
32.935,35,5.3,17-05-77,Playing with Love
30.879,4818,8.4,23-12-66,The Good the Bad and the Ugly
36.126,107,6.2,06-06-09,Tidal Wave
31.023,735,7.4,28-09-04,Barbie as The Princess & the Pauper
32.692,8298,6.8,07-12-18,Aquaman
22.654,26,5.6,31-03-16,Ustica: The Missing Paper
29.867,11567,6.5,23-06-12,The Amazing Spider-Man
28.433,7487,6.3,18-03-15,Insurgent
26.107,250,6.4,25-10-19,Black and Blue
15.389,220,7,23-07-05,Family Guy Presents Stewie Griffin: The Untold Story
23.052,2014,6.2,25-05-19,Murder Mystery
24.955,8483,6.9,18-11-15,The Hunger Games: Mockingjay - Part 2
27.043,8745,7.7,10-03-10,How to Train Your Dragon
28.835,74,5.9,04-02-20,Dragonheart: Vengeance
22.242,9339,8,26-02-14,The Grand Budapest Hotel
24.401,1330,6.7,28-09-17,The Foreigner
30.681,3677,7.3,29-02-88,Beetlejuice
26.632,1581,7.1,11-10-63,From Russia with Love
22.635,5824,6,16-11-11,The Twilight Saga: Breaking Dawn - Part 1
23.545,8452,7.2,01-12-17,The Shape of Water
17.37,829,7.1,27-10-00,Malena
35.641,0,0,10-04-20,Charm City Kings
26.356,816,6.7,11-09-14,Stonehearst Asylum
24.347,0,0,09-04-20,Смотри как я
24.466,2807,6.9,24-10-98,The Lion King II: Simba's Pride
17.078,3706,7.5,18-11-16,Manchester by the Sea
27.113,6629,6.9,15-05-03,The Matrix Reloaded
24.929,10643,7.4,19-07-17,Dunkirk
26.063,8497,8.5,20-12-97,Life Is Beautiful
25.171,1410,6.2,26-06-19,Annabelle Comes Home
28.142,2571,6.4,22-11-14,Penguins of Madagascar
21.293,5551,7.5,02-03-07,Zodiac
28.326,6192,6.9,13-12-18,Bird Box
25.252,0,0,,River City Drumbeat
25.242,1269,5.8,13-01-11,Gnomeo & Juliet
24.828,12672,8.3,03-07-85,Back to the Future
19.253,754,4.8,05-06-18,Escape Plan 2: Hades
25.157,35,5.6,31-01-20,The Rhythm Section
25.521,129,5,18-10-83,The Key
29.52,460,7.1,01-01-08,Barbie and the Diamond Castle
23.622,12376,7.4,15-11-13,The Hunger Games: Catching Fire
27.021,8181,6.4,16-04-14,The Amazing Spider-Man 2
34.731,48,6.8,27-11-19,Proxima
21.256,5978,8.4,22-06-60,Psycho
27.257,2396,5.9,15-03-12,Mirror Mirror
24.403,7092,8.4,30-10-98,American History X
21.605,4714,5.9,11-06-11,Cars 2
23.301,3744,7.1,19-05-95,Die Hard: With a Vengeance
25.746,2312,7.1,15-12-98,The Prince of Egypt
18.042,197,6.2,03-05-19,The Intruder
22.811,5373,6.3,22-02-18,Annihilation
24.97,147,8.8,02-09-19,Steven Universe: The Movie
23.954,0,0,09-04-20,Roberrt
23.421,2051,8.1,15-03-19,Five Feet Apart
24.826,5391,6.9,22-05-96,Mission: Impossible
23.129,2035,7.4,22-05-19,Rocketman
34.747,1296,6.3,12-09-19,Hustlers
27.892,207,6.4,09-03-20,Ultras
25.916,1282,6.8,04-05-84,Sixteen Candles
23.212,0,0,09-04-20,La noche mágica
21.179,4851,8.2,13-11-17,Wonder
26.855,1750,6.6,13-07-07,Hairspray
24.369,1032,6.2,15-03-15,Child 44
25.406,843,7.2,08-04-16,The Man Who Knew Infinity
24.647,2386,7.1,12-03-10,Remember Me
19.987,3181,7,22-10-41,Dumbo
25.787,7312,7,19-05-04,Shrek 2
28.765,53,6.4,08-03-95,All Things Fair
26.192,374,6.8,15-10-17,The Current War
21.474,3724,5.4,16-02-07,Ghost Rider
26.622,2266,6.8,16-11-95,GoldenEye
